timestamp,total_load_mw,voltage_kv,current_a,frequency_hz,temperature_c
2025-01-03 05:30:00,75.337,32.842,1471.56,49.97,11.6
2025-01-03 05:45:00,75.74,33.292,1459.45,50.0,11.45
2025-01-03 06:00:00,82.602,33.403,1586.37,50.013,11.31
2025-01-03 06:15:00,76.668,33.358,1474.38,50.008,11.19
2025-01-03 06:30:00,79.55,33.376,1528.96,50.0,11.08
2025-01-03 06:45:00,83.712,33.24,1615.55,50.035,10.99
2025-01-03 07:00:00,79.204,33.279,1526.76,49.969,10.91
2025-01-03 07:15:00,81.639,33.645,1556.6,50.013,10.85
2025-01-03 07:30:00,82.449,33.258,1590.36,50.001,10.81
2025-01-03 07:45:00,81.243,33.269,1566.55,50.011,10.78
2025-01-03 08:00:00,90.488,33.089,1754.32,50.02,10.77
2025-01-03 08:15:00,86.668,33.209,1674.19,50.019,10.78
2025-01-03 08:30:00,85.021,33.522,1627.03,49.987,10.81
2025-01-03 08:45:00,85.251,33.246,1644.95,50.003,10.85
2025-01-03 09:00:00,86.329,33.171,1669.53,50.02,10.91
2025-01-03 09:15:00,89.133,33.078,1728.62,49.985,10.99
2025-01-03 09:30:00,82.54,32.741,1617.22,50.032,11.08
2025-01-03 09:45:00,88.073,32.981,1713.04,50.001,11.19
2025-01-03 10:00:00,83.29,33.222,1608.26,50.016,11.31
2025-01-03 10:15:00,78.878,33.26,1521.36,49.996,11.45
2025-01-03 10:30:00,78.655,33.01,1528.56,49.971,11.6
2025-01-03 10:45:00,77.206,33.265,1488.86,50.0,11.77
2025-01-03 11:00:00,78.744,33.05,1528.44,50.026,11.94
2025-01-03 11:15:00,77.527,32.999,1507.14,49.996,12.14
2025-01-03 11:30:00,78.537,33.197,1517.67,49.989,12.34
2025-01-03 11:45:00,74.525,33.195,1440.2,50.009,12.55
2025-01-03 12:00:00,76.758,32.989,1492.63,49.976,12.77
2025-01-03 12:15:00,76.779,33.147,1485.9,49.968,13.0
2025-01-03 12:30:00,72.432,32.944,1410.43,50.008,13.24
2025-01-03 12:45:00,75.913,32.749,1487.01,50.011,13.49
2025-01-03 13:00:00,76.661,32.666,1505.46,49.975,13.74
2025-01-03 13:15:00,70.13,32.949,1365.41,50.015,13.99
2025-01-03 13:30:00,77.776,33.059,1509.21,50.031,14.25
2025-01-03 13:45:00,74.214,32.632,1458.95,50.047,14.51
2025-01-03 14:00:00,74.498,33.129,1442.57,49.964,14.77
2025-01-03 14:15:00,74.06,33.039,1437.98,50.033,15.03
2025-01-03 14:30:00,76.477,32.641,1502.99,49.992,15.3
2025-01-03 14:45:00,74.695,32.773,1462.09,49.998,15.55
2025-01-03 15:00:00,76.403,32.837,1492.6,49.979,15.81
2025-01-03 15:15:00,73.86,32.901,1440.13,50.03,16.06
2025-01-03 15:30:00,75.246,32.751,1473.87,49.976,16.3
2025-01-03 15:45:00,76.64,33.001,1489.8,50.007,16.54
2025-01-03 16:00:00,75.163,32.432,1486.71,50.01,16.77
2025-01-03 16:15:00,81.135,32.914,1581.32,49.996,17.0
2025-01-03 16:30:00,81.928,32.771,1603.75,50.005,17.21
2025-01-03 16:45:00,77.781,32.822,1520.23,50.034,17.41
2025-01-03 17:00:00,82.434,33.091,1598.08,50.018,17.6
2025-01-03 17:15:00,79.991,32.543,1576.81,49.986,17.78
2025-01-03 17:30:00,89.987,32.742,1763.06,50.0,17.95
2025-01-03 17:45:00,81.736,32.965,1590.6,49.996,18.1
2025-01-03 18:00:00,90.198,32.914,1757.98,49.987,18.24
2025-01-03 18:15:00,89.164,32.645,1752.13,49.997,18.36
2025-01-03 18:30:00,92.349,33.182,1785.34,49.988,18.47
2025-01-03 18:45:00,94.93,32.906,1850.65,49.942,18.56
2025-01-03 19:00:00,93.162,32.773,1823.58,50.029,18.64
2025-01-03 19:15:00,91.681,32.401,1815.19,50.026,18.7
2025-01-03 19:30:00,95.445,32.782,1867.72,49.997,18.74
2025-01-03 19:45:00,92.666,32.951,1804.08,50.023,18.76
2025-01-03 20:00:00,96.309,32.743,1886.88,50.008,18.77
2025-01-03 20:15:00,88.193,33.039,1712.41,49.984,18.76
2025-01-03 20:30:00,93.988,32.673,1845.34,50.017,18.74
2025-01-03 20:45:00,87.702,32.636,1723.9,49.962,18.7
2025-01-03 21:00:00,88.13,32.816,1722.77,49.992,18.64
2025-01-03 21:15:00,85.616,32.872,1670.78,50.026,18.56
2025-01-03 21:30:00,84.186,32.695,1651.79,50.0,18.47
2025-01-03 21:45:00,85.445,32.879,1667.1,50.019,18.36
2025-01-03 22:00:00,76.901,32.742,1506.68,50.003,18.24
2025-01-03 22:15:00,79.169,32.99,1539.46,50.009,18.1
2025-01-03 22:30:00,77.377,32.928,1507.46,49.992,17.95
2025-01-03 22:45:00,75.088,32.996,1459.84,50.026,17.78
2025-01-03 23:00:00,80.1,33.117,1551.57,50.027,17.6
2025-01-03 23:15:00,73.771,33.037,1432.44,49.993,17.41
2025-01-03 23:30:00,78.207,32.81,1529.08,49.98,17.21
2025-01-03 23:45:00,78.532,33.165,1519.01,49.993,17.0
2025-01-04 00:00:00,69.559,32.655,1366.47,49.987,16.72
2025-01-04 00:15:00,70.465,32.976,1370.8,50.008,16.48
2025-01-04 00:30:00,69.469,32.686,1363.38,49.978,16.25
2025-01-04 00:45:00,73.183,32.837,1429.72,50.012,16.0
2025-01-04 01:00:00,68.721,32.902,1339.88,50.03,15.75
2025-01-04 01:15:00,66.468,32.682,1304.67,49.982,15.5
2025-01-04 01:30:00,63.659,33.259,1227.85,50.02,15.24
2025-01-04 01:45:00,65.346,33.135,1265.09,49.962,14.98
2025-01-04 02:00:00,62.669,33.274,1208.21,50.011,14.72
2025-01-04 02:15:00,64.352,32.598,1266.38,49.991,14.45
2025-01-04 02:30:00,61.999,33.103,1201.46,49.988,14.19
2025-01-04 02:45:00,60.379,33.223,1165.84,50.022,13.93
2025-01-04 03:00:00,59.283,32.864,1157.2,50.013,13.68
2025-01-04 03:15:00,64.6,32.863,1261.03,49.972,13.43
2025-01-04 03:30:00,62.467,33.424,1198.93,50.038,13.18
2025-01-04 03:45:00,69.241,33.102,1341.85,49.981,12.95
2025-01-04 04:00:00,68.738,32.957,1337.99,50.01,12.72
2025-01-04 04:15:00,65.078,33.334,1252.41,49.989,12.49
2025-01-04 04:30:00,65.408,33.197,1263.93,50.005,12.28
2025-01-04 04:45:00,69.62,33.275,1342.2,50.038,12.08
2025-01-04 05:00:00,67.536,33.298,1301.12,50.018,11.89
2025-01-04 05:15:00,69.233,33.429,1328.57,49.994,11.71
2025-01-04 05:30:00,68.182,33.354,1311.36,49.989,11.54
2025-01-04 05:45:00,65.502,33.019,1272.6,49.965,11.39
2025-01-04 06:00:00,69.835,33.373,1342.38,50.019,11.25
2025-01-04 06:15:00,71.526,33.616,1364.95,50.013,11.13
2025-01-04 06:30:00,73.47,32.985,1428.87,49.998,11.02
2025-01-04 06:45:00,69.557,33.436,1334.53,50.001,10.93
2025-01-04 07:00:00,69.562,33.203,1343.98,50.017,10.85
2025-01-04 07:15:00,74.33,33.917,1405.88,50.007,10.79
2025-01-04 07:30:00,74.109,33.707,1410.42,49.989,10.75
2025-01-04 07:45:00,79.753,33.242,1539.04,50.027,10.72
2025-01-04 08:00:00,76.637,32.949,1492.09,50.037,10.72
2025-01-04 08:15:00,79.666,33.147,1541.8,50.001,10.72
2025-01-04 08:30:00,78.701,33.176,1521.79,49.986,10.75
2025-01-04 08:45:00,81.032,33.377,1557.43,49.974,10.79
2025-01-04 09:00:00,81.21,33.375,1560.92,50.005,10.85
2025-01-04 09:15:00,82.948,33.438,1591.32,50.01,10.93
2025-01-04 09:30:00,76.17,33.046,1478.65,49.986,11.02
2025-01-04 09:45:00,73.298,33.395,1408.01,49.978,11.13
2025-01-04 10:00:00,73.839,33.41,1417.75,50.027,11.25
2025-01-04 10:15:00,72.156,33.121,1397.55,49.983,11.39
2025-01-04 10:30:00,73.476,33.27,1416.75,50.012,11.54
2025-01-04 10:45:00,69.72,32.99,1355.73,49.996,11.71
2025-01-04 11:00:00,73.352,33.612,1399.97,50.011,11.89
2025-01-04 11:15:00,72.445,33.143,1402.19,50.018,12.08
2025-01-04 11:30:00,72.642,33.203,1403.49,50.0,12.28
2025-01-04 11:45:00,62.451,33.205,1206.52,50.009,12.49
2025-01-04 12:00:00,71.472,32.696,1402.3,50.003,12.72
2025-01-04 12:15:00,65.772,32.664,1291.72,49.966,12.95
2025-01-04 12:30:00,63.487,32.882,1238.59,49.981,13.18
2025-01-04 12:45:00,72.204,32.867,1409.3,49.983,13.43
2025-01-04 13:00:00,73.121,32.784,1430.81,49.991,13.68
2025-01-04 13:15:00,67.374,32.711,1321.3,49.991,13.93
2025-01-04 13:30:00,66.839,32.773,1308.31,50.011,14.19
2025-01-04 13:45:00,67.782,32.779,1326.55,49.986,14.45
2025-01-04 14:00:00,68.811,33.113,1333.07,49.985,14.72
2025-01-04 14:15:00,67.346,32.787,1317.67,49.985,14.98
2025-01-04 14:30:00,67.205,32.844,1312.65,50.005,15.24
2025-01-04 14:45:00,65.067,32.473,1285.4,50.036,15.5
2025-01-04 15:00:00,68.056,33.078,1319.86,49.965,15.75
2025-01-04 15:15:00,68.494,33.095,1327.64,50.014,16.0
2025-01-04 15:30:00,68.179,32.52,1344.93,49.981,16.25
2025-01-04 15:45:00,69.183,32.678,1358.14,49.999,16.48
2025-01-04 16:00:00,70.079,33.002,1362.2,50.001,16.72
2025-01-04 16:15:00,69.936,32.669,1373.27,49.99,16.94
2025-01-04 16:30:00,70.452,32.828,1376.73,50.004,17.15
2025-01-04 16:45:00,68.602,32.189,1367.19,49.978,17.35
2025-01-04 17:00:00,71.034,32.678,1394.47,49.993,17.54
2025-01-04 17:15:00,75.537,32.768,1478.77,50.026,17.72
2025-01-04 17:30:00,77.314,32.773,1513.36,50.047,17.89
2025-01-04 17:45:00,80.372,32.843,1569.86,49.989,18.04
2025-01-04 18:00:00,80.045,32.544,1577.82,50.023,18.18
2025-01-04 18:15:00,77.648,32.718,1522.45,50.001,18.3
2025-01-04 18:30:00,86.342,33.177,1669.48,50.017,18.41
2025-01-04 18:45:00,80.008,32.77,1566.22,49.988,18.5
2025-01-04 19:00:00,83.765,32.616,1647.53,50.017,18.58
2025-01-04 19:15:00,80.347,32.541,1583.93,50.006,18.64
2025-01-04 19:30:00,84.679,32.752,1658.59,49.997,18.68
2025-01-04 19:45:00,85.32,32.689,1674.35,49.984,18.71
2025-01-04 20:00:00,85.458,32.529,1685.27,50.014,18.72
2025-01-04 20:15:00,83.136,32.596,1636.13,50.0,18.71
2025-01-04 20:30:00,81.427,32.525,1606.04,50.025,18.68
2025-01-04 20:45:00,80.932,32.642,1590.53,49.983,18.64
2025-01-04 21:00:00,84.84,32.974,1650.56,50.033,18.58
2025-01-04 21:15:00,80.077,32.398,1585.6,50.0,18.5
2025-01-04 21:30:00,75.508,32.877,1473.32,49.978,18.41
2025-01-04 21:45:00,76.36,32.533,1505.69,50.012,18.3
2025-01-04 22:00:00,71.003,33.303,1367.7,50.002,18.18
2025-01-04 22:15:00,72.207,32.778,1413.18,50.006,18.04
2025-01-04 22:30:00,69.653,32.84,1360.62,49.973,17.89
2025-01-04 22:45:00,67.339,33.327,1296.17,49.996,17.72
2025-01-04 23:00:00,74.026,32.896,1443.56,50.02,17.54
2025-01-04 23:15:00,74.578,32.528,1470.8,50.019,17.35
2025-01-04 23:30:00,70.442,33.15,1363.17,49.977,17.15
2025-01-04 23:45:00,71.242,32.95,1387.0,49.983,16.94
2025-01-05 00:00:00,68.641,32.912,1337.92,50.0,16.66
2025-01-05 00:15:00,61.711,33.108,1195.7,49.995,16.43
2025-01-05 00:30:00,68.791,32.95,1339.28,49.974,16.19
2025-01-05 00:45:00,67.997,33.444,1304.29,49.983,15.95
2025-01-05 01:00:00,68.605,32.906,1337.47,49.999,15.69
2025-01-05 01:15:00,66.541,33.018,1292.81,50.016,15.44
2025-01-05 01:30:00,65.417,33.182,1264.67,49.991,15.18
2025-01-05 01:45:00,69.079,32.819,1350.26,50.003,14.92
2025-01-05 02:00:00,64.554,33.271,1244.68,49.977,14.66
2025-01-05 02:15:00,57.939,33.592,1106.47,49.997,14.4
2025-01-05 02:30:00,65.631,33.325,1263.36,49.99,14.14
2025-01-05 02:45:00,56.636,33.261,1092.32,49.994,13.88
2025-01-05 03:00:00,65.435,33.185,1264.93,49.985,13.62
2025-01-05 03:15:00,63.975,33.683,1218.41,49.997,13.37
2025-01-05 03:30:00,62.854,33.244,1212.9,49.986,13.13
2025-01-05 03:45:00,62.04,33.198,1198.83,49.972,12.89
2025-01-05 04:00:00,60.818,33.248,1173.44,50.008,12.66
2025-01-05 04:15:00,64.991,33.213,1255.28,49.997,12.44
2025-01-05 04:30:00,69.429,33.13,1344.35,49.998,12.22
2025-01-05 04:45:00,67.957,33.407,1304.95,50.033,12.02
2025-01-05 05:00:00,71.379,32.877,1392.74,49.995,11.83
2025-01-05 05:15:00,69.337,33.054,1345.69,50.009,11.65
2025-01-05 05:30:00,68.999,33.231,1331.98,50.021,11.49
2025-01-05 05:45:00,67.452,33.218,1302.62,50.009,11.33
2025-01-05 06:00:00,67.832,33.188,1311.13,50.012,11.2
